feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
mir_chr14_10637|chr14:80370220-80370277	0.872040065	-5.507721125	0.93574968	0.364142564	0.874762747	-5.554131521
mir_chr17_14102|chr17:73495657-73495718	-0.753717781	4.372584119	-1.44814732	0.168042459	0.764033246	-5.556045053
mir_chr17_14120|chr17:73746719-73746780	-0.753717781	4.372584119	-1.44814732	0.168042459	0.764033246	-5.556045053
mir377-3p|chr6:143053083-143053121	0.924072411	-3.114438652	0.974793923	0.345037141	0.855880067	-5.556185474
"mir3590-5p,mir130a-5p|chr3:78661740-78661784"	0.863088039	-1.842805409	1.080584083	0.296857016	0.828211586	-5.563125501
mir376b-5p|chr6:143035451-143035494	-0.928921206	-1.424964759	-1.087308456	0.293970156	0.828211586	-5.565124307
mir_chr5_25916|chr5:158074021-158074075	-0.91570324	-5.974236192	-0.998842935	0.333625555	0.842321945	-5.5653879
mir_chr2_17954|chr2:207612241-207612300	-0.80696991	-3.672215232	-0.890783373	0.38703347	0.893809573	-5.566870644
"mir3595-5p,mir376a-5p|chr6:143036003-143036063"	-1.107047734	-2.703625722	-0.954612602	0.354822964	0.86832875	-5.568201661
mir_chr7_29887|chr7:142598558-142598619	0.909455292	-4.796442455	0.900394227	0.38206111	0.893658067	-5.572355553
mir_chr5_25341|chr5:76370149-76370210	0.909455292	-4.796442455	0.900394227	0.38206111	0.893658067	-5.572355553
"rno-mir-103-2-3p,mir103-1-3p,mir103-3p,mir103-2-3p|chr3:130329294-130329337"	0.670403599	9.871958785	1.549114608	0.1420773	0.743137096	-5.57453722
mir_chr1_1682|chr1:246264314-246264373	-1.154135111	-3.390702409	-0.891325214	0.386751986	0.893809573	-5.576343198
mir_chr10_5864|chr10:57045287-57045364	0.881077544	-3.222297847	0.931950151	0.366040036	0.874762747	-5.587322276
mir703-5p|chr20:29630024-29630050	-0.916959357	-5.048731924	-0.895382024	0.384648863	0.893809573	-5.591397637
mir_chr1_2809|chr1:129758524-129758590	-0.883253365	-4.60098647	-0.859978543	0.403262561	0.90840948	-5.593701931
"mir3565-3p,mir218-1-3p,mir218a-2-3p|chr14:66955493-66955550"	0.893812516	-4.461352654	0.872045022	0.396852611	0.902120436	-5.595949161
mir_chr5_25182|chr5:52645996-52646055	0.911131371	-5.479449955	0.884437663	0.390340287	0.895114866	-5.595952324
mir3585-5p|chr1:151063643-151063702	0.722813585	3.989103167	1.411524641	0.178384279	0.764033246	-5.598181039
"mir320-3p,mir320a-3p|chr15:55857833-55857874"	0.887449872	5.264650481	1.450155546	0.167489984	0.764033246	-5.602825634
mir_chr4_23408|chr4:165142436-165142498	-0.823506122	-5.160540245	-0.888216114	0.388369022	0.893809573	-5.607664054
mir_chr4_23603|chr4:210098596-210098653	-0.820612059	-5.162457455	-0.885234392	0.389924066	0.895114866	-5.610261676
mir_chr7_28864|chr7:140636191-140636250	-0.796026032	-3.403165398	-0.850624528	0.408278373	0.910109707	-5.610644076
mir_chr13_9536|chr13:95537557-95537633	0.832336044	-3.297846503	0.894726239	0.38498831	0.893809573	-5.613900608
mir410-3p|chr6:143056390-143056430	-1.017763385	2.022092789	-1.298030874	0.213774689	0.772431063	-5.614248033
mir_chr19_15791|chr19:48982094-48982162	0.872236353	-2.914202307	0.92479748	0.369630469	0.875982989	-5.614672142
rno-mir-341-3p|chr6:142895457-142895505	-0.785452304	2.032215271	-1.297913733	0.213813922	0.772431063	-5.618576251
"mir374-3p,mir374b-3p|chrX:75245611-75245651"	-0.810827062	4.058451851	-1.384468479	0.186355182	0.764033246	-5.623311515
mir433-5p|chr6:142874507-142874569	0.809410261	-4.770585851	0.831388026	0.418721421	0.910109707	-5.625092107
mir_chr5_24472|chr5:121074194-121074251	-0.755414699	-1.257996513	-1.043617347	0.313100392	0.839599779	-5.628260811
mir_chr16_12044|chr16:4410879-4410937	-0.992783694	-3.865943798	-0.80456691	0.433568337	0.910109707	-5.629321598
"mir3084-2-5p,mir3084-5p|chr6:101090877-101090907"	-0.893281874	-4.867671217	-0.830989694	0.418939483	0.910109707	-5.629979942
"mirlet7a1-5p,mirlet7f-5p,mirlet7g-2-5p,mirlet7g-5p,mirlet7a-1-5p,mirlet7a-2-5p,mirlet7a-5p,mirlet7a-3-5p,mirlet7e-1-5p|chr17:18473965-18474016"	-0.7083071	12.54589171	-1.543368284	0.143458564	0.74353524	-5.63158823
"mir3589-3p,mir505-3p|chrX:143545577-143545633"	0.783497718	4.108123153	1.389481355	0.184856833	0.764033246	-5.632796271
mir_chr7_29602|chr7:117257443-117257500	0.777813724	-5.015064336	0.819204328	0.42542452	0.910109707	-5.635594704
"mir204-2-5p,mir204-5p|chr1:247690189-247690244"	1.141990563	1.634926315	1.276983727	0.220916128	0.777855348	-5.636388156
mir_chr1_3475|chr1:224638615-224638673	0.853300299	-5.501425478	0.835433673	0.41651085	0.910109707	-5.637714387
"rno-mir-6314-5p,mir6314-5p|chr2:231156806-231156875"	0.77486962	-5.016220806	0.816137147	0.427122815	0.910109707	-5.637973811
mir141-5p|chr4:224253988-224254035	0.81585329	-0.597366899	1.117859157	0.281115581	0.822279396	-5.640758442
mir187-5p|chr18:16149655-16149707	0.803583787	-3.091122231	0.87189291	0.396932992	0.902120436	-5.642921496
mir_chr5_25001|chr5:174763953-174764014	-0.73946209	-4.086293098	-0.784482592	0.444903091	0.910109707	-5.643166796
mir871-5p|chrX:151282727-151282765	-0.913276474	-5.103508801	-0.840154071	0.4139412	0.910109707	-5.644467791
mir215-3p|chr13:107924718-107924768	0.765972224	-5.019718292	0.806861686	0.432285061	0.910109707	-5.64511888
"mir499a-5p,mir499-5p|chr3:157506657-157506698"	0.693678544	3.737111557	1.362911694	0.192911456	0.764033246	-5.647552276
mir_chr5_24352|chr5:81296596-81296659	0.731171013	-4.528472454	0.800748176	0.435709209	0.910109707	-5.648132749
mir674-3p|chr3:115421275-115421325	0.788472011	3.651750602	1.359279579	0.194034302	0.764033246	-5.648449809
mir1247-3p|chr6:143765240-143765281	-0.813704849	-1.090365838	-1.040895101	0.314321613	0.839599779	-5.648873015
mir_chr15_10994|chr15:31995919-31995983	0.804622372	-1.594285828	1.013754312	0.326686002	0.841816987	-5.650984544
mir_chr3_28374|chr3:13604985-13605046	0.771305825	-5.015064336	0.797976238	0.437267424	0.910109707	-5.651952209
"mirlet7g-3p,mirlet7j-3p|chr8:114237884-114237932"	-0.698754402	2.90539529	-1.309446873	0.209978579	0.771535124	-5.657108702
mir_chr8_30862|chr8:22595393-22595463	0.750507037	-5.029093885	0.790398589	0.441545125	0.910109707	-5.657667557
mir_chr3_19971|chr3:118379406-118379466	-0.830870257	-4.528586468	-0.776841428	0.449263955	0.910109707	-5.65777763
"mir107b-3p,mir103-2-3p,mir107-3p|chr1:260347508-260347552"	0.630776159	8.028353124	1.461947935	0.164276083	0.764033246	-5.657865038
mir_chr4_21803|chr4:100511-100574	0.793421026	-5.275837077	0.79211649	0.440573034	0.910109707	-5.662378109
mir_chr4_21837|chr4:6299159-6299222	0.793421026	-5.275837077	0.79211649	0.440573034	0.910109707	-5.662378109
mir_chrX_33926|chrX:53873560-53873623	0.793421026	-5.275837077	0.79211649	0.440573034	0.910109707	-5.662378109
"mir692-1-3p,mir692-2-3p,mir692-3-3p|chr17:44192185-44192232"	-0.704409207	-4.194479651	-0.756335861	0.461097969	0.910109707	-5.663619287
"mir692-1-3p,mir692-2-3p,mir692-3-3p|chr2:82132330-82132377"	-0.704409207	-4.194479651	-0.756335861	0.461097969	0.910109707	-5.663619287
"mir692-1-3p,mir692-2-3p,mir692-3-3p|chr1:102527289-102527336"	-0.704409207	-4.194479651	-0.756335861	0.461097969	0.910109707	-5.663619287
mir692-1-3p|chr5:156012536-156012583	-0.704409207	-4.194479651	-0.756335861	0.461097969	0.910109707	-5.663619287
"mir692-1-3p,mir692-2-3p,mir692-3-3p|chr10:45578216-45578263"	-0.704409207	-4.194479651	-0.756335861	0.461097969	0.910109707	-5.663619287
"mir692-1-3p,mir692-2-3p,mir692-3-3p|chr13:93866494-93866541"	-0.704409207	-4.194479651	-0.756335861	0.461097969	0.910109707	-5.663619287
rno-mir-3084a-5p|chr19:54235952-54235986	0.73744793	-3.96700147	0.792619655	0.440288569	0.910109707	-5.664519001
mir192-5p|chr1:228620071-228620126	-0.615471103	17.76629587	-1.578425645	0.135205665	0.743137096	-5.667822776
mir_chrX_33791|chrX:16229585-16229639	0.696021214	-4.913434955	0.771170738	0.45251747	0.910109707	-5.669690414
mir_chrX_33789|chrX:16127779-16127833	0.696021214	-4.913434955	0.771170738	0.45251747	0.910109707	-5.669690414
mir_chr5_24134|chr5:34487542-34487605	0.723644745	-3.764190879	0.787762551	0.443039381	0.910109707	-5.672468237
mir_chrX_33685|chrX:153214448-153214513	-0.789378786	-5.67472501	-0.847191411	0.410129511	0.910109707	-5.677188777
mir_chrX_33671|chrX:152783468-152783533	-0.789378786	-5.67472501	-0.847191411	0.410129511	0.910109707	-5.677188777
mir_chrX_33663|chrX:152776729-152776794	-0.789378786	-5.67472501	-0.847191411	0.410129511	0.910109707	-5.677188777
mir672-3p|chrX:75784647-75784697	0.685669953	-4.307356703	0.758951988	0.459577557	0.910109707	-5.678492842
rno-mir-6317-5p|chr1:267108728-267108791	-0.811716191	-5.233327369	-0.801771161	0.435135041	0.910109707	-5.679876736
rno-mir-6317-5p|chr1:266528824-266528887	-0.811716191	-5.233327369	-0.801771161	0.435135041	0.910109707	-5.679876736
mir_chr6_27925|chr6:137610813-137610881	0.706506621	-3.50754019	0.792465086	0.440375942	0.910109707	-5.681494903
mir_chr16_12884|chr16:81418081-81418169	0.78322278	-4.306223317	0.761879478	0.457879863	0.910109707	-5.682519201
mir_chr6_26261|chr6:39789057-39789140	-0.729608969	-5.624374367	-0.829367922	0.419828064	0.910109707	-5.686208648
"mir129b-3p,mir129-1-3p,mir129-2-3p|chr3:89837991-89838039"	-1.132099711	-4.082231085	-0.724692639	0.47973194	0.918441157	-5.686987267
"mir344-1-3p,mir344a-2-3p,mir344-2-3p,mir344c-3p,mir344-3p|chr1:123505478-123505532"	0.7247227	-3.127313504	0.812953944	0.428889947	0.910109707	-5.687270432
mir3566-3p|chr17:23337789-23337843	-0.788401192	-5.23497147	-0.791541649	0.440898163	0.910109707	-5.687728299
mir935-3p|chr1:63322152-63322197	-0.77318379	-5.23497147	-0.791077839	0.441160602	0.910109707	-5.688080291
mir_chr11_10874|chr11:86993588-86993674	-0.739844298	-0.763551653	-1.034119458	0.317376193	0.841816987	-5.688957105
mir_chr11_6770|chr11:73813511-73813599	-0.849584877	-0.203761029	-1.086359732	0.294376194	0.828211586	-5.68943471
mir665-3p|chr6:142868680-142868727	-0.736822239	-3.640991392	-0.732443028	0.475126428	0.918441157	-5.690572288
mir323-3p|chr6:143023412-143023455	-0.904580193	-3.206093719	-0.760186617	0.458861105	0.910109707	-5.6906419
"mir124-5p,mir124-1-5p,mir124-2-5p,mir124a-1-5p,mir124-5-5p,mir124-6-5p|chr15:51712750-51712792"	-0.889007339	-4.675470043	-0.730019562	0.476563645	0.918441157	-5.697738561
mir_chr15_11928|chr15:89714373-89714437	0.744905356	-4.751603522	0.727710002	0.47793575	0.918441157	-5.701808452
mir3059-5p|chr7:43355769-43355809	0.821520275	-3.774476324	0.751550043	0.463887343	0.910841276	-5.70263501
mir_chr5_24890|chr5:161825845-161825922	0.689436996	-4.132779087	0.725251959	0.47939868	0.918441157	-5.705525779
"mir664-2-5p,mir664-5p|chr13:107866595-107866634"	-0.759189382	1.234759263	-1.178430649	0.256881615	0.818149798	-5.706008905
mir223-5p|chrX:66205957-66206012	0.696076296	0.852576508	1.162930826	0.262925916	0.818149798	-5.711074436
mir_chr1_967|chr1:160166573-160166633	-0.748533314	-4.861155752	-0.715440079	0.485265083	0.92070384	-5.7132477
mir3561-3p|chr7:26557087-26557141	0.651671275	-4.292364291	0.70771933	0.489911202	0.925387825	-5.714182734
mir_chr3_21714|chr3:167551527-167551605	-0.704202092	-3.860898527	-0.687823757	0.50200456	0.935252962	-5.715150151
"mir501-5p,mir3560-5p|chrX:16903042-16903098"	0.816952029	-1.683883293	0.935099736	0.364466663	0.874762747	-5.716475318
"mir146a-5p,mir146-5p|chr10:28806786-28806833"	-0.631697032	9.178129229	-1.430928656	0.172841495	0.764033246	-5.716671578
mir_chr2_17193|chr2:270386847-270386907	0.768303714	-4.450640681	0.709815099	0.488647427	0.924370132	-5.71900547
"mir29b-1-5p,mir29b-2-5p,mir29b-5p,mir29b2-5p|chr1:39612387-39612429"	-0.672290696	-2.658431945	-0.772399746	0.451811093	0.910109707	-5.724879155
"mir29b-2-5p,mir29b-5p,mir29b2-5p|chr13:118329449-118329491"	-0.672290696	-2.658431945	-0.772399746	0.451811093	0.910109707	-5.724879155
mir_chr9_31891|chr9:31712899-31712965	0.883092503	-2.000838296	0.893891983	0.38542043	0.893809573	-5.725097955
"mir497b-5p,mir497-5p|chr10:56589166-56589228"	-0.824455289	0.271145441	-1.091499914	0.292181232	0.826837797	-5.72581474
mir_chr9_33010|chr9:99833911-99833981	-0.769856364	-4.050178649	-0.664256377	0.516552554	0.941278021	-5.726698788
mir_chr10_6167|chr10:82870029-82870089	0.721144458	-5.551963971	0.719812233	0.482645746	0.918441157	-5.728060771
mir6990-5p|chr1:229162794-229162839	0.721144458	-5.551963971	0.719812233	0.482645746	0.918441157	-5.728060771
mir_chr3_20544|chr3:8836826-8836885	0.687934579	-3.851880949	0.703768282	0.492298997	0.925783511	-5.728219211
mir_chr16_12547|chr16:9085944-9086001	0.693019682	-3.125259375	0.756294123	0.461122252	0.910109707	-5.73047395
"mir132-3p,mir132-2-3p,mir132-3-3p|chr10:61729435-61729485"	1.013303276	0.314975679	1.100252148	0.288471766	0.823249611	-5.739596579
mir690-3p|chrX:109001853-109001874	0.765613861	-4.741399937	0.66693457	0.514887267	0.941278021	-5.743295951
mir423-5p|chr10:62796733-62796787	0.711515221	6.625203635	1.374012394	0.189512316	0.764033246	-5.743656458
mir493-5p|chr6:142861685-142861727	-0.809051382	-4.623192733	-0.652388532	0.523968804	0.942257016	-5.744061799
mir_chr10_6429|chr10:107667863-107667922	-0.600866281	-4.796442455	-0.656583248	0.521340655	0.941278021	-5.748090969
mir_chr10_6433|chr10:107843435-107843494	-0.600866281	-4.796442455	-0.656583248	0.521340655	0.941278021	-5.748090969
mir140-3p|chr19:50471302-50471351	0.619552614	8.126152042	1.392171647	0.184056762	0.764033246	-5.751716682
"mir3084-2-3p,mir3084-3p|chr6:101090846-101090876"	0.684342291	-5.56633052	0.686806224	0.502627709	0.935252962	-5.751796466
"mir200b-3p,mir200c-3p|chr5:176964165-176964213"	-0.599278801	9.342094099	-1.406464783	0.179853355	0.764033246	-5.752080176
mir_chr13_13307|chr13:42680573-42680650	0.802691397	-1.585382728	0.900745892	0.381879991	0.893658067	-5.753616926
"mir455-5p,mir455b-5p|chr5:83211449-83211493"	-0.605663863	5.922317193	-1.345219264	0.198430853	0.764033246	-5.754713044
mir_chr7_29584|chr7:116817728-116817788	0.63016874	-3.704330798	0.669695685	0.513173642	0.941278021	-5.755164885
"mir3546-3p,mir208a-3p|chr15:37500033-37500091"	-0.719779215	-5.23497147	-0.696689828	0.496593977	0.929746432	-5.755743367
mir_chr20_19155|chr20:28414956-28415026	-0.719779215	-5.23497147	-0.696689828	0.496593977	0.929746432	-5.755743367
mir_chr4_23896|chr4:235288229-235288305	0.611815492	-4.244381912	0.641601798	0.530761343	0.945215149	-5.756226667
mir_chr2_18175|chr2:228534695-228534755	0.725126701	-2.810729527	0.753089995	0.462988667	0.910841276	-5.756478325
rno-mir-466c-5p|chr17:73745358-73745397	-0.674095181	5.351366367	-1.32654952	0.204392334	0.767890421	-5.756661532
"mir193b-5p,mir193-5p|chr14:30144317-30144356"	-0.749455073	-3.894546355	-0.618752489	0.545311029	0.946701805	-5.757310839
mir_chr12_11058|chr12:13476476-13476536	-0.598011746	-3.702921345	-0.622159705	0.543127649	0.946701805	-5.762242804
mir_chr12_11060|chr12:13503598-13503658	-0.598011746	-3.702921345	-0.622159705	0.543127649	0.946701805	-5.762242804
mir134-3p|chr6:143046941-143046981	-0.747665306	-4.344462424	-0.607089242	0.552821145	0.946701805	-5.762714293
mir_chr4_23246|chr4:67141049-67141112	-0.679902602	-4.550678717	-0.610998885	0.550297455	0.946701805	-5.763733596
mir181d-5p|chr19:36267192-36267233	-0.600241374	5.199529786	-1.315887749	0.207860653	0.769820489	-5.76430031
"mirlet7a-1-3p,mirlet7c-1-3p,mirlet7c-2-3p,mirlet7c-3p|chr11:19708191-19708245"	0.727513646	-0.329424313	1.017513419	0.324952977	0.841816987	-5.767490926
mir_chr6_27331|chr6:37244482-37244539	0.642440138	-4.673500486	0.623010219	0.54258338	0.946701805	-5.768075219
mir6516-3p|chr14:80312516-80312653	-0.7528169	-1.152557573	-0.905193538	0.379594321	0.89295712	-5.770225084
mir_chr15_11174|chr15:55659270-55659323	-0.689415281	-5.020867435	-0.639458987	0.532116541	0.945284135	-5.771287491
mir_chr13_13454|chr13:57185385-57185444	-0.56827328	-4.528472454	-0.594371173	0.561073771	0.948765329	-5.773205465
mir_chr7_28887|chr7:141728160-141728218	0.605026785	-2.750886179	0.728138439	0.477681036	0.918441157	-5.775740227
mir_chr8_30331|chr8:65393195-65393254	-0.675884508	-2.127868199	-0.775053691	0.450288075	0.910109707	-5.776259707
mir_chrX_33503|chrX:115057718-115057777	0.612797022	-3.949334376	0.621185506	0.543751436	0.946701805	-5.77695344
mir_chr6_27846|chr6:131935089-131935147	-0.619853478	-2.840364248	-0.676074219	0.50922749	0.941278021	-5.777871538
mir_chr8_31422|chr8:107056721-107056785	-0.641498215	-5.332056836	-0.665359399	0.515866327	0.941278021	-5.77917782
mir_chr17_14059|chr17:72132735-72132795	-0.641498215	-5.332056836	-0.665359399	0.515866327	0.941278021	-5.77917782
mir503-3p|chrX:153211535-153211570	-0.673108354	-0.357809717	-0.980840231	0.342142554	0.850653259	-5.780494944
mir503-3p|chrX:152773818-152773853	-0.673108354	-0.357809717	-0.980840231	0.342142554	0.850653259	-5.780494944
"mir6328-5p,rno-mir-6328-5p|chr20:5491915-5491963"	-0.555073442	-4.175784893	-0.574046193	0.574397567	0.950914258	-5.780797728
mir540-3p|chr6:142868420-142868462	-0.579716886	-3.372200512	-0.613616094	0.548611536	0.946701805	-5.781090474
mir449b-5p|chr2:63935045-63935085	-0.584278765	-2.867403316	-0.66895881	0.513630647	0.941278021	-5.781284647
mir6540-3p|chr11:62814533-62814586	-0.625566571	-5.332056836	-0.659741165	0.519367042	0.941278021	-5.782794936
mir_chr5_25777|chr5:144892046-144892106	-0.625566571	-5.332056836	-0.659741165	0.519367042	0.941278021	-5.782794936
mir_chr9_31781|chr9:14037587-14037648	-0.625566571	-5.332056836	-0.659741165	0.519367042	0.941278021	-5.782794936
mir224-5p|chr1:147949970-147950011	-0.651885278	-1.99924239	-0.783274944	0.445590529	0.910109707	-5.784269591
mir_chr1_2658|chr1:102549860-102549918	0.661392261	-5.015064336	0.600816258	0.556883415	0.946701805	-5.784759174
mir_chr17_13437|chr17:65228794-65228876	0.604409922	-5.621737555	0.644567121	0.528889144	0.945215149	-5.785621684
mir_chr11_7192|chr11:73803747-73803808	-0.529158649	-4.550678717	-0.572743788	0.575256945	0.950914258	-5.785714389
mir448-3p|chrX:118420225-118420281	-0.654060633	-2.458744479	-0.712610575	0.486964737	0.92255578	-5.785821824
mir_chr6_27933|chr6:137837899-137837960	-0.525147775	-3.841814614	-0.57439643	0.574166581	0.950914258	-5.786878403
mir_chr3_30956|chr3:130162356-130162423	-0.593278675	-3.499745881	-0.590650189	0.563500655	0.950914258	-5.789072214
"rno-mir-1306-5p,mir1306-5p|chr11:89951569-89951609"	0.64575162	-3.616420042	0.622046341	0.543200217	0.946701805	-5.790249723
"mir124-3-5p,mir124-4-5p,mir124a-3-5p,mir124-6-5p|chr3:180116125-180116168"	-0.625973103	-6.107721125	-0.728866272	0.477248515	0.918441157	-5.794142729
mir_chr20_19051|chr20:8596834-8596896	0.55166926	-4.039515486	0.586858814	0.565979172	0.950914258	-5.794650172
"mirlet7b-1-5p,mirlet7b-2-5p,mirlet7b-5p|chr7:126301332-126301382"	-0.621597122	8.298566617	-1.355684252	0.195150975	0.764033246	-5.797549163
"mir3544-5p,mir337-5p|chr6:142868146-142868196"	-0.634216438	-5.281379989	-0.63366536	0.53579031	0.946167098	-5.797740225
mir412-5p|chr6:143055921-143055961	-0.582431787	-3.10172667	-0.613149788	0.548911709	0.946701805	-5.798247409
mir_chr14_10750|chr14:91820164-91820228	0.555268844	-4.867671217	0.562649197	0.581940374	0.950914258	-5.80195997
mir_chr12_8260|chr12:23998093-23998150	0.555318477	-3.007982515	0.654434251	0.522686148	0.941278021	-5.803897783
mir_chr12_8256|chr12:23741404-23741461	0.555318477	-3.007982515	0.654434251	0.522686148	0.941278021	-5.803897783
mir_chr12_7655|chr12:19003539-19003595	0.545845098	-4.867671217	0.553078084	0.588313948	0.950914258	-5.807165793
mir_chr7_29144|chr7:31911248-31911308	0.545845098	-4.867671217	0.553078084	0.588313948	0.950914258	-5.807165793
mir370-3p|chr6:142902125-142902164	-0.552402971	-4.402701417	-0.521533999	0.609567843	0.9631731	-5.810083124
mir_chr1_1505|chr1:228609286-228609333	0.554290493	-3.016728475	0.64153561	0.530803174	0.945215149	-5.810253787
"mir100-1-3p,mir100-3p,mir100-2-3p,mir125b2-3p|chr8:44222190-44222231"	0.658903955	-2.368319432	0.732428156	0.47513524	0.918441157	-5.810568131
mir_chr3_20817|chr3:52620726-52620786	0.588129089	-3.166906069	0.625879292	0.540749588	0.946701805	-5.812103054
"mir344d-1-5p,mir344d-3-5p,mir344e-5p|chr1:122340309-122340344"	-0.531593421	-5.015064336	-0.568099102	0.578327132	0.950914258	-5.812954909
mir702-5p|chr12:24733687-24733745	-0.531593421	-5.015064336	-0.568099102	0.578327132	0.950914258	-5.812954909
mir3542-3p|chr17:11745262-11745320	-0.598394247	-5.388848885	-0.612563117	0.549289491	0.946701805	-5.813009137
mir3542-3p|chr17:11527661-11527719	-0.598394247	-5.388848885	-0.612563117	0.549289491	0.946701805	-5.813009137
"mir450a-5p,mir450-1-5p|chrX:152778683-152778728"	-0.63827273	8.088822776	-1.339799854	0.200146748	0.764033246	-5.813702942
mir_chr6_26717|chr6:118424436-118424501	-0.575759854	-4.955336806	-0.553295435	0.588168816	0.950914258	-5.815261401
mir_chr3_21182|chr3:88931430-88931491	0.50995414	-4.446106866	0.536040348	0.599746916	0.960649897	-5.815270259
mir_chr3_21202|chr3:90952622-90952683	0.50995414	-4.446106866	0.536040348	0.599746916	0.960649897	-5.815270259
mir421-5p|chrX:75245495-75245534	0.579010186	-2.637087502	0.685867867	0.50320277	0.935252962	-5.816147206
mir6944-3p|chr17:11798770-11798818	-0.686771805	-3.592107646	-0.5319701	0.602494539	0.961430202	-5.816737056
mir877-3p|chr20:5416442-5416484	-0.627533723	-4.702682353	-0.526392144	0.606270061	0.9631731	-5.817241835
"mir195-5p,mir195a-5p|chr10:56589458-56589505"	0.574483837	9.497249866	1.361758707	0.193267324	0.764033246	-5.817491472
mir_chr6_39456|chr6:35461582-35461639	0.490592789	-3.706200232	0.556298772	0.586165268	0.950914258	-5.819927984
mir_chr6_39454|chr6:35404469-35404526	0.490592789	-3.706200232	0.556298772	0.586165268	0.950914258	-5.819927984
mir221-3p|chrX:4475349-4475403	-0.582916252	6.362216938	-1.303073066	0.212091355	0.772431063	-5.820937902
"mir3548-3p,mir200a-3p|chr5:176963374-176963434"	-0.589755657	7.291678536	-1.321564257	0.20600825	0.768013211	-5.821011647
mir_chr4_22834|chr4:232899471-232899529	0.619524109	-3.761707028	0.559981492	0.583713269	0.950914258	-5.82116138
mir1251-5p|chr7:33062843-33062885	-0.557951572	-5.54625014	-0.621258771	0.543704511	0.946701805	-5.821219667
"mir873b-3p,mir873-3p,mir873a-3p|chr5:57038980-57039018"	-0.61569049	-4.274976392	-0.492952224	0.629145158	0.9631731	-5.822970236
mir106b-3p|chr12:21365381-21365422	0.686264253	2.654130445	1.165156547	0.262051378	0.818149798	-5.824205842
mir598-3p|chr15:50816227-50816267	-0.623704341	1.923148647	-1.112270516	0.283435172	0.822279396	-5.825546783
mir598-3p|chr15:50653574-50653614	-0.623704341	1.923148647	-1.112270516	0.283435172	0.822279396	-5.825546783
mir_chr17_13440|chr17:65401176-65401238	-0.485396766	-3.994123201	-0.493230094	0.628953406	0.9631731	-5.82623826
"mir3575-3p,mir200c-3p|chr4:224254354-224254411"	-0.701338189	0.4503923	-1.004771031	0.330854238	0.841816987	-5.829671008
mir_chr4_23324|chr4:147671239-147671298	-0.452840376	-4.234842687	-0.472638867	0.643236923	0.963409284	-5.832847067
mir_chr4_22541|chr4:215899603-215899680	0.468958424	-3.989207732	0.509329259	0.617891139	0.9631731	-5.833249946
"mir369-3p,mir3578-3p|chr6:143056028-143056086"	-0.693150037	-1.291873332	-0.812051815	0.429391609	0.910109707	-5.833904858
mir1895-3p|chr2:257944874-257944913	0.60743939	-3.192386401	0.588545406	0.564875893	0.950914258	-5.834001702
mir3583-3p|chr5:154400903-154400948	-0.44837559	-4.60098647	-0.479008387	0.638802677	0.963409284	-5.834411408
mir_chr1_2742|chr1:118281831-118281887	-0.471741068	-4.660198821	-0.484344275	0.635098926	0.9631731	-5.83493089
mir_chr1_2740|chr1:118275207-118275263	-0.471741068	-4.660198821	-0.484344275	0.635098926	0.9631731	-5.83493089
mir_chr1_2746|chr1:118344445-118344501	-0.471741068	-4.660198821	-0.484344275	0.635098926	0.9631731	-5.83493089
mir490-5p|chr4:63056489-63056531	-0.572084308	-6.08593425	-0.665887906	0.515537711	0.941278021	-5.835338232
mir871-3p|chrX:151282688-151282726	-0.572876238	-5.332056836	-0.571616896	0.576001052	0.950914258	-5.835727323
mir493-3p|chr6:142861727-142861769	-0.450121166	-3.647646238	-0.493795076	0.628563608	0.9631731	-5.835860209
"mir92-1-3p,mir92a1-3p,mir92a-3p|chr15:103641647-103641686"	-0.629082139	12.32075811	-1.388743284	0.185076825	0.764033246	-5.836033428
mir_chr16_12199|chr16:22244298-22244363	-0.57108298	-5.333213306	-0.570016705	0.577058547	0.950914258	-5.836658145
"mir3592-5p,mir382-5p|chr6:143046575-143046633"	-0.469542173	-3.989207732	-0.469743134	0.645257489	0.963409284	-5.83713425
mir_chr15_11428|chr15:22449647-22449705	0.468548694	-4.3849524	0.48503856	0.634617744	0.9631731	-5.838409276
mir760-5p|chr2:243908794-243908853	-0.556944593	-5.332056836	-0.564348762	0.580812329	0.950914258	-5.83977096
mir_chr5_25956|chr5:162739398-162739463	0.567326317	-5.649049336	0.55782939	0.585145525	0.950914258	-5.839794402
mir_chr4_22832|chr4:232898312-232898375	0.567326317	-5.649049336	0.55782939	0.585145525	0.950914258	-5.839794402
mir_chr6_27418|chr6:54377427-54377487	-0.487681419	-4.604859535	-0.467647245	0.646721749	0.963409284	-5.839944307
"mir3596a-3p,mirlet7-3p,mirlet7a-3p,mirlet7a-2-3p,mirlet7a-4-3p|chr8:44228455-44228512"	-0.661181079	8.529101951	-1.324145995	0.205170137	0.767890421	-5.841279321
mir_chr1_3498|chr1:226373716-226373770	0.564430592	-5.650205807	0.555262238	0.586856353	0.950914258	-5.841333512
"mir19b2-3p,mir19b-2-3p|chrX:140167225-140167273"	-0.608236351	6.638612655	-1.290920524	0.216166499	0.772431063	-5.843360133
mir_chr7_41253|chr7:117500553-117500611	0.566163302	-4.114785113	0.486410842	0.63366717	0.9631731	-5.848168637
