feature	BNLX1_MaleLiver	BNLX2_MaleLiver	BNLX3_MaleLiver	SHRH1_MaleLiver	SHRH5_MaleLiver
mir_chr20_18749|chr20:31644571-31644629	-4.871051015	-3.630728983	-3.134586569	-3.521426953	-6.262176331
mir181c-5p|chr19:36267363-36267416	8.09475491	7.922691866	7.90638803	7.844315881	7.835661581
mir_chr1_1003|chr1:138035249-138035313	3.406747806	2.258883622	3.244310338	3.484746377	3.301858806
mir_chr8_30516|chr8:97072812-97072870	-2.063696093	-4.582094207	-6.30451157	-5.106389454	-3.454821409
mir_chr3_29761|chr3:180669423-180669478	-4.871051015	-3.630728983	-4.035478424	-4.369423859	-3.946030588
mir_chr14_10141|chr14:84033737-84033804	-4.871051015	-3.268158903	-2.847705421	-3.883997032	-3.940248236
mir551b-3p|chr2:136556559-136556608	-3.286088514	-1.308800888	-6.30451157	-1.936464452	-4.67721383
mir144-5p|chr10:66340676-66340719	5.169238706	4.844425402	5.738850708	4.546455519	6.066779031
mir325-3p|chrX:77141008-77141057	-2.019052178	-0.765658563	-4.71954907	-3.524636509	-4.67721383
"mir3068-5p,rno-mir-3068-5p|chr6:120749484-120749523"	1.728861827	1.54490967	1.766950792	1.570742891	0.856764742
"mir124-3-5p,mir124-4-5p,mir124a-3-5p,mir124-6-5p|chr3:180116125-180116168"	-4.871051015	-6.438083905	-6.30451157	-6.662782802	-6.262176331
"mir153a-3p,mir153-3p,mir153-1-3p,mir153-2-3p|chr6:154028775-154028818"	2.495096316	2.890456395	2.753426017	0.674795377	1.841006551
mir_chr11_6691|chr11:50445164-50445231	-2.596043968	-4.853121404	-2.845079952	-1.738086715	-2.015768243
rno-mir-466b-1-5p|chr17:73503791-73503834	-0.183990327	-1.559358563	-1.166188566	-1.581991395	0.109382532
"mir30d-5p,mir30e-5p,mir30a-5p|chr9:28377812-28377856"	15.52811113	15.07433934	15.71538615	14.63476299	15.41675856
"mir539-5p,mir3576-5p|chr6:143040226-143040283"	-4.871051015	-2.048517093	-4.71954907	-3.883997032	-4.67721383
mir130b-3p|chr11:91182360-91182401	2.31144266	2.447551465	2.744792463	3.679291866	3.359765635
mir7093-3p|chrX:105464306-105464355	-4.871051015	-4.862771574	-4.71954907	-5.116039624	-3.940248236
mir345-3p|chr6:141919091-141919139	4.24825328	3.764309328	3.929850831	3.985909616	3.79324169
"mir190a-3p,mir190-3p|chr8:80550849-80550898"	0.45087708	-0.045766482	0.138431926	-0.461764032	0.917732759
"mir199a-1-5p,mir199a-5p,mir199a-2-5p,mir199b-5p,mir199-3a-5p,mir199a-4-5p,mir199-1-5p,mir199-2-5p,mir199a2-5p,mir199-3-5p|chr13:85019396-85019451"	6.726964254	6.510746872	6.964182469	6.489517576	7.119796445
mir_chr1_2171|chr1:41067324-41067404	-3.608016609	-1.641070927	-4.681581219	0.402250475	-1.136194677
"mir873b-5p,mir873-5p,mir873a-5p|chr5:57039019-57039057"	-0.968012745	-0.710707966	-2.056584057	-1.137377146	-3.940248236
mir_chr9_32384|chr9:119464959-119465020	-4.871051015	-6.438083905	-6.30451157	-3.883997032	-4.67721383
mir188-3p|chrX:16895434-16895474	-0.478733592	-1.683196403	-0.878246816	-1.33379995	-1.618320141
mir494-3p|chr6:143026582-143026624	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
mir139-3p|chr1:172779882-172779921	-1.229504986	-0.757196984	-1.446530575	-1.349366207	-2.880892958
"mir24a-3-5p,mir24-1-5p,mir24a-5p,mir24b-5p,mir24-3-5p,mir3074-1-5p,mir3074-5p,mir24a-1-5p|chr17:816811-816869"	-0.614040397	-0.140892488	0.769522824	-0.378831987	-2.026449271
"mir29b-1-5p,mir29b-2-5p,mir29b-5p,mir29b2-5p|chr1:39612387-39612429"	-1.701126014	-2.436281662	-2.982583475	-3.369423859	-2.802744712
mir503-3p|chrX:153211535-153211570	-0.416875122	0.606310215	-0.494068466	-0.647832461	-0.836582753
mir_chr9_33081|chr9:115657136-115657196	-4.871051015	-6.438083905	-6.30451157	-4.369423859	-4.67721383
mir_chr6_26261|chr6:39789057-39789140	-4.871051015	-4.872486729	-6.30451157	-5.811646188	-6.262176331
"mir295-2-3p,mir295-3p,mir295-1-3p|chr1:66933908-66933948"	-3.286088514	-2.853121404	-3.71954907	-3.369423859	-3.454821409
mir690-3p|chr19:60383687-60383710	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr16_18204|chr16:83089341-83089398	-4.871051015	-4.853121404	-3.982583475	-6.691351954	-4.716207962
mir_chr19_22860|chr19:37116772-37116839	-4.871051015	-6.438083905	-4.72919924	-6.691351954	-3.969394581
mir485-5p|chr6:143047655-143047694	-2.54912292	-0.823374061	-3.982583475	-3.934328708	-6.262176331
mir96-5p|chr4:57225219-57225272	3.879689463	2.244910679	3.404572242	2.619260827	3.86313381
mir_chr11_7423|chr11:87089714-87089774	-4.871051015	-6.438083905	-4.71954907	-6.185461025	-4.67721383
"mir148a-5p,mir148-5p|chr4:145681003-145681052"	11.68079961	9.977453551	11.20750122	11.19506542	11.45207549
mir708-5p|chr1:167436242-167436286	-1.388202732	-0.711797615	-1.019109351	-1.265758377	-0.978995352
mir1251-5p|chr7:33062843-33062885	-4.871051015	-4.853121404	-6.30451157	-5.440390381	-6.262176331
mir652-5p|chrX:112450450-112450490	-4.871051015	-2.045766482	-2.85825534	-3.231920336	-2.014248817
mir_chr5_25956|chr5:162739398-162739463	-4.871051015	-6.438083905	-6.30451157	-6.691351954	-3.940248236
"mir496a-3p,mir496-3p|chr6:143051673-143051718"	-2.54912292	-1.393689785	-3.982583475	-4.369423859	-4.686864
"mir30e-5p,mir30f-5p,mir30e-2-5p,mir30a-5p|chr5:143497797-143497843"	13.86799745	13.96840173	14.44261413	13.03415763	14.35242606
mir_chr9_31810|chr9:15797510-15797568	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
mir_chr11_7209|chr11:74657499-74657561	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
"mir210-3p,mir3574-3p|chr1:221125887-221125946"	6.552548164	6.070636894	6.214426753	6.311076322	6.448001585
mir141-3p|chr4:224253941-224253988	7.873665115	6.949184923	8.102146532	6.198235663	7.47850252
mir1247-5p|chr6:143765281-143765322	1.698500836	5.653377929	1.241302393	0.987987388	1.737936375
mir_chr1_3475|chr1:224638615-224638673	-4.871051015	-6.438083905	-6.30451157	-3.631304571	-6.262176331
mir_chr1_1505|chr1:228609286-228609333	-2.54912292	-3.630728983	-3.497156648	-2.603889113	-2.802744712
mir_chr14_9648|chr14:2071316-2071373	-4.871051015	-2.531193309	-3.497156648	-1.833370959	-3.454821409
"mir19b1-3p,mir19b-3p,mir19b-1-3p,mir19b-2-3p,mir19c-3p|chr15:103641530-103641573"	9.524256845	9.442817289	9.801003727	8.404091223	9.310659468
"mir365-5p,mir365-2-5p,mir365-3-5p|chr10:64570114-64570169"	1.468442723	0.659105483	1.22686989	1.768325557	1.05179504
mir_chr4_22333|chr4:178572471-178572544	-4.871051015	-6.438083905	-4.71954907	-6.691351954	-6.262176331
"mir92-1-3p,mir92a1-3p,mir92a-3p|chr15:103641647-103641686"	12.14715916	13.42618725	12.13161776	11.9374588	11.96136755
mir489-3p|chr4:28564160-28564213	-0.783588174	-0.557398379	-2.217048729	-3.242451003	-2.802744712
mir503-3p|chrX:152773818-152773853	-0.416875122	0.606310215	-0.494068466	-0.647832461	-0.836582753
mir_chr19_15791|chr19:48982094-48982162	-4.871051015	-2.739865426	-2.218747017	-1.938603363	-2.802744712
mir_chr15_11174|chr15:55659270-55659323	-3.295738684	-6.438083905	-4.738914394	-4.369423859	-6.262176331
mir_chr3_20913|chr3:70073604-70073668	0.517138522	0.002203916	1.142736998	0.228941346	1.045434341
mir582-5p|chr2:59928606-59928646	0.801374327	2.127970133	1.130116657	0.319875301	1.356209172
mir690-3p|chr20:37350228-37350250	-3.929944704	-4.630728983	-4.564663468	-6.50231813	-4.430299089
mir_chr12_8260|chr12:23998093-23998150	-3.286088514	-3.434481668	-2.982583475	-2.883997032	-2.452761886
"mir3555-5p,mir191-5p|chr8:116698910-116698970"	4.350197746	4.076117275	4.617284747	4.16200439	4.316139746
rno-mir-6325-3p|chr11:40257571-40257641	-2.578269266	-4.121938162	-4.017630423	-4.369423859	-3.098677598
mir_chr4_23896|chr4:235288229-235288305	-4.871051015	-4.438083905	-4.096618719	-2.997586242	-4.818569679
mir_chr15_11428|chr15:22449647-22449705	-4.871051015	-4.11615581	-4.71954907	-5.106389454	-3.111616654
"rno-mir-6215-3p,mir6215-3p|chr5:161800078-161800111"	-3.416875122	-6.438083905	-4.829426687	-0.958540082	-2.184933332
mir_chr3_28374|chr3:13604985-13605046	-4.871051015	-6.438083905	-4.71954907	-5.106389454	-3.940248236
mir127-3p|chr6:142875655-142875703	6.304136725	7.948764755	5.445098115	7.156065629	3.992686945
mir_chr18_14275|chr18:22754683-22754745	-4.871051015	-6.438083905	-6.30451157	-4.369423859	-4.67721383
"mir203b-3p,mir3545-3p,mir203-3p,mir203a-3p|chr6:145714618-145714675"	6.446904203	5.927380088	6.652140466	7.114601456	7.002239879
rno-mir-466b-2-3p|chr17:73751777-73751818	-2.229504986	-2.077719628	-2.293731732	-2.241130458	-2.370757144
"mir3071-5p,mir136-5p|chr6:142878978-142879019"	3.362568662	4.134616322	3.213079087	2.318868418	3.145091434
"mir455-3p,mir455b-3p|chr5:83211494-83211538"	-0.966085296	3.173346709	-2.218747017	-0.762507918	-1.037981667
mir_chr12_11058|chr12:13476476-13476536	-2.54912292	-3.853121404	-3.982583475	-4.691351954	-3.43842697
mir690-3p|chr6:41897924-41897947	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr8_31045|chr8:48856198-48856254	-4.871051015	-2.045766482	-4.71954907	-3.521426953	-3.454821409
mir_chr17_14100|chr17:73495065-73495122	-1.430098817	0.979599864	-2.450515923	-0.232248258	-1.810635498
mir_chr10_5339|chr10:9492021-9492088	-4.871051015	-6.438083905	-6.30451157	-5.040587395	-4.67721383
mir_chr2_17026|chr2:230609309-230609373	-3.286088514	-3.268158903	-3.134586569	-2.794111529	-3.940248236
rno-mir-466b-1-3p|chr17:73754807-73754850	-2.183990327	-0.898925094	-2.811376648	-1.129414895	-3.402206782
"mir9a-1-3p,mir3597-1-3p,mir9a-4-3p,mir9-1-3p,mir9-2-3p,mir9-3p,mir9-3-3p|chr2:206985806-206985860"	5.828486737	7.322091291	5.409682422	5.519209814	3.933122048
mir_chr16_12419|chr16:81024166-81024218	-4.871051015	-4.853121404	-2.976824206	-2.454094183	-2.595419739
mir_chr3_20242|chr3:154581272-154581337	-3.286088514	-6.438083905	-6.30451157	-6.691351954	-3.940248236
mir_chr3_21689|chr3:165500172-165500237	-3.286088514	-4.11615581	-2.850335677	-6.691351954	-6.262176331
"mir301-5p,mir301a-1-5p,mir301-1-5p,mir301a-5p|chr10:75682867-75682917"	-0.478733592	-1.794227715	-1.260117451	-0.625262764	0.367180289
mir27a-3p|chr19:36294967-36295010	9.593365826	9.191459416	9.812269763	8.970968722	9.769776813
mir881-3p|chrX:151278811-151278849	-1.701126014	-3.630728983	-1.661809998	-6.691351954	-4.829216923
mir_chr11_6631|chr11:36551339-36551398	-4.871051015	-4.11615581	-6.30451157	-6.691351954	-6.262176331
"mir194-1-3p,mir194-2-3p|chr1:228619929-228619971"	3.767095245	3.928653571	3.54733115	3.253067293	3.191588151
mir_chr4_33247|chr4:246733994-246734053	-4.871051015	-4.853121404	-6.30451157	-3.883997032	-4.67721383
mir99b-3p|chr1:60623908-60623943	1.636426514	1.785531712	1.226245887	1.929674235	0.766613806
mir_chr13_9345|chr13:74989846-74989903	-4.871051015	-4.853121404	-6.30451157	-4.375206212	-3.940248236
mir872-3p|chr5:117604967-117605007	5.804429744	5.889524874	5.204273592	7.067133621	6.809229047
mir201-5p|chr1:151058607-151058647	2.929590082	2.194838611	2.837595487	1.919672843	3.600461027
"mir3102-3p,rno-mir-3102-3p|chr1:172118680-172118748"	-2.54912292	0.530237291	-4.71954907	-2.299034531	-1.9976399
mir_chr3_19934|chr3:117416449-117416517	-3.286088514	-6.438083905	-3.982583475	-4.369423859	-3.940248236
mir_chr18_14297|chr18:24776644-24776703	-4.871051015	-6.438083905	-3.959683073	-3.904755592	-6.262176331
mir690-3p|chr2:268717639-268717662	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr10_6669|chr10:9528630-9528677	-2.063696093	-3.268158903	-6.30451157	-5.106389454	-3.089048897
mir30c-1-5p|chr5:143494801-143494845	-4.344982203	-1.018545013	-3.290156277	-5.735295302	-0.380022413
mir328-3p|chr19:48128920-48128967	2.837688026	5.027686544	2.858936844	3.114488632	3.334758812
mir7578-3p|chr3:11361083-11361124	-4.871051015	-4.853121404	-3.141012838	-4.369423859	-4.67721383
mir1224-5p|chr11:87064992-87065034	-2.554905273	-2.350621063	-4.71954907	-2.902666244	-6.262176331
mir3542-3p|chr17:11527661-11527719	-3.871051015	-5.438083905	-6.30451157	-5.068421603	-6.262176331
"mir692-1-3p,mir692-2-3p,mir692-3-3p|chr2:82132330-82132377"	-4.448818014	-3.968197928	-3.30451157	-4.573656912	-4.67721383
mir_chr5_24352|chr5:81296596-81296659	-4.871051015	-4.853121404	-4.71954907	-3.521426953	-4.67721383
mir_chr3_19540|chr3:33466289-33466357	-4.871051015	-6.438083905	-3.464551983	-4.195656792	-6.262176331
"mir2964-5p,mir219b-5p,mir219-1-5p,mir219-2-5p,mir219a-2-5p|chr3:13751022-13751072"	-0.605014121	-0.993814402	-1.432667922	-0.626986414	-2.127955391
"mir369-5p,mir3578-5p|chr6:143056087-143056145"	0.079417399	0.434006085	-0.421868521	-0.966156137	-1.132893314
mir_chr1_1687|chr1:246706940-246706997	-4.871051015	-6.438083905	-6.30451157	-2.603889113	-3.092251329
mir_chr12_12018|chr12:45979098-45979159	-4.871051015	-6.438083905	-3.982583475	-6.691351954	-6.262176331
mir_chr17_13514|chr17:77777779-77777850	-4.871051015	-4.853121404	-3.196823701	-2.444943867	-2.018811905
mir106b-3p|chr12:21365381-21365422	2.113082579	2.873210304	2.151226616	3.833601061	2.299531663
mir_chr12_8423|chr12:46729483-46729546	-4.871051015	-6.438083905	-6.30451157	0.406680129	4.049117878
mir22-3p|chr10:62013689-62013736	17.30337631	17.17926568	17.73083816	17.35069973	17.53273282
mir770-3p|chr6:142845087-142845134	-4.871051015	-2.350621063	-4.71954907	-5.116039624	-6.262176331
mir_chr1_2487|chr1:85513761-85513821	-4.871051015	-6.438083905	-4.71954907	-6.691351954	-6.262176331
mir_chr5_25777|chr5:144892046-144892106	-4.871051015	-4.11615581	-6.30451157	-5.106389454	-6.262176331
mir582-3p|chr2:59928647-59928687	3.25327712	1.355161734	1.629533077	3.499040677	3.855908212
"mir23a-3-5p,mir23b-5p|chr17:816034-816086"	-4.871051015	-3.268158903	-4.71954907	-5.106389454	-6.262176331
mir_chr17_14118|chr17:73746127-73746184	-1.430098817	0.979599864	-2.450515923	-0.232248258	-1.810635498
"mirlet7e-3p,mir3596c-3p,mirlet7a-1-3p|chr1:60624029-60624087"	8.236156251	7.529662913	7.893982583	7.278200054	7.410920698
mir450-2-3p|chrX:153216314-153216348	-3.871051015	-1.737644187	-4.71954907	-2.995358141	-4.67721383
"mir26-3p,mir26a-2-3p,mir26-1-3p,mir26a-3p,mir26b-3p|chr7:70463603-70463645"	1.059686322	4.345732855	2.108947118	0.840029506	2.740638685
mir_chr17_13437|chr17:65228794-65228876	-4.871051015	-6.438083905	-6.30451157	-5.827413504	-4.667627781
mir223-3p|chrX:66206012-66206067	4.393063129	4.786267544	4.800231315	4.419287949	5.451914604
mir_chr4_22832|chr4:232898312-232898375	-4.871051015	-6.438083905	-6.30451157	-6.691351954	-3.940248236
mir_chr7_28926|chr7:2437024-2437077	-3.286088514	-4.121938162	-4.047500952	-3.234545805	-3.946030588
mir_chr12_11547|chr12:4437588-4437640	-3.286088514	-1.914521949	-2.604071852	-6.691351954	-3.092251329
mir_chr17_14010|chr17:64881451-64881507	-4.871051015	-6.438083905	-6.30451157	-2.693156451	-2.463089025
mir702-3p|chr12:24733629-24733687	-4.871051015	-0.028692969	-6.30451157	-6.691351954	-3.940248236
rno-mir-466c-3p|chr17:73745318-73745357	-1.694728242	-0.166060716	-1.402437991	-1.312146894	-1.068404587
mir542-5p|chrX:152777449-152777491	0.532898349	0.748178931	0.855359766	0.349321338	0.386864235
mir_chr5_25568|chr5:121682915-121682974	-4.871051015	-6.438083905	-6.30451157	0.230369993	-2.653367088
mir_chr5_36152|chr5:159765516-159765577	-4.871051015	-5.438083905	-6.30451157	-6.691351954	-5.262176331
"mirlet7a-6-3p,mirlet7f-1-3p,mirlet7f-3p,mir3596d-3p,mirlet7a-2-3p,mirlet7a-3-3p,mirlet7a-5-3p|chr17:18474329-18474380"	7.956760072	5.870067381	7.686361768	6.893619939	7.0457189
mir_chr1_1353|chr1:220793171-220793226	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir_chr17_14126|chr17:73748023-73748080	3.034516504	2.396323937	2.511960141	2.475162656	2.826399926
mir_chr12_11060|chr12:13503598-13503658	-2.54912292	-3.853121404	-3.982583475	-4.691351954	-3.43842697
mir184-3p|chr8:96677910-96677949	-1.411619396	-3.274585172	-2.059624511	-1.13308432	-2.488180006
"mir692-1-3p,mir692-2-3p,mir692-3-3p|chr1:102527289-102527336"	-4.448818014	-3.968197928	-3.30451157	-4.573656912	-4.67721383
mir_chr7_29062|chr7:15342371-15342427	-3.286088514	-3.630728983	-3.134586569	-3.521426953	-3.092251329
mir192-5p|chr1:228620071-228620126	18.34076056	17.42039854	18.27949252	17.20887102	17.58195669
"mirlet7a-3-3p,mir98-3p|chrX:21867880-21867934"	-0.785286461	3.120030634	0.453311766	-0.091736606	1.739062953
mir_chr6_27933|chr6:137837899-137837960	-3.286088514	-3.630728983	-3.982583475	-4.369423859	-3.940248236
mir3085-5p|chr1:268976751-268976795	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
mir8112-5p|chr4:163912824-163912883	-3.276502466	-3.983908012	-3.914944759	-4.742751107	-6.262176331
mir690-3p|chr9:76231288-76231310	-3.929944704	-4.630728983	-4.564663468	-6.50231813	-4.430299089
mir_chr6_27846|chr6:131935089-131935147	-2.04323199	-3.606206664	-2.090386765	-3.659251111	-2.802744712
mir_chr20_19007|chr20:6889472-6889541	-3.286088514	-6.438083905	-3.134586569	-2.443424441	-1.869858908
mir3593-3p|chr6:86193847-86193892	-3.286088514	-4.11615581	-6.30451157	-6.691351954	-6.262176331
mir_chr10_6429|chr10:107667863-107667922	-4.871051015	-4.438083905	-4.30451157	-5.691351954	-4.67721383
mir690-3p|chr5:82844586-82844609	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr18_15056|chr18:70643471-70643537	-4.871051015	-5.438083905	-5.30451157	-4.106389454	-4.262176331
mir_chr16_12267|chr16:47385335-47385386	-3.295738684	-6.438083905	-6.30451157	-6.691351954	-6.262176331
mir483-3p|chr1:222726906-222726942	-4.871051015	-1.58010291	-6.30451157	-6.691351954	-6.262176331
"rno-mir-6314-5p,mir6314-5p|chr2:231156806-231156875"	-4.871051015	-6.438083905	-4.71954907	-4.375206212	-4.67721383
mir7670-5p|chr4:66048350-66048384	-3.286088514	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir106b-5p|chr12:21365422-21365463	6.12487156	6.483228939	6.797559271	6.237669685	7.064758685
"mirlet7a-1-3p,mirlet7d-1-3p,mirlet7c-2-3p,mirlet7d-2-3p|chr7:126300968-126301015"	3.451598247	6.893465694	5.16309398	4.678681515	5.547760571
mir_chrX_33791|chrX:16229585-16229639	-4.871051015	-5.438083905	-5.30451157	-4.691351954	-4.262176331
mir_chr16_12884|chr16:81418081-81418169	-3.286088514	-4.416604177	-6.30451157	-3.583664085	-3.940248236
mir_chr3_21533|chr3:152826871-152826939	-4.871051015	-6.438083905	-4.71954907	-5.106389454	-6.262176331
mir_chr16_12763|chr16:56517473-56517532	-3.295738684	-4.853121404	-4.71954907	-3.531077123	-2.355285735
mir_chr19_15943|chr19:70579229-70579291	-4.871051015	-6.438083905	-4.71954907	-3.84736811	-4.67721383
"mir138-5p,mir138-1-5p|chr8:130886767-130886816"	1.782868858	1.439783018	0.463937445	2.487163516	1.573116174
mir_chr8_30206|chr8:49187026-49187082	1.101182109	0.431787501	0.706044508	1.755565911	1.246569224
mir690-3p|chrX:37045464-37045486	-3.929944704	-4.630728983	-4.564663468	-6.50231813	-4.430299089
mir_chr5_24134|chr5:34487542-34487605	-4.871051015	-3.268158903	-3.982583475	-3.231920336	-3.467240668
"mir344-1-3p,mir344a-2-3p,mir344-2-3p,mir344c-3p,mir344-3p|chr1:123441044-123441098"	-3.305453839	-2.630728983	-4.30451157	-1.92794038	-2.67721383
mir500-5p|chrX:16906445-16906491	-2.54912292	-3.268158903	-1.912194148	-1.33379995	-1.869858908
mir_chr14_14761|chr14:44368015-44368095	-4.871051015	-2.978652286	-6.30451157	-5.106389454	-4.67721383
mir_chr16_12199|chr16:22244298-22244363	-4.871051015	-6.438083905	-3.988365828	-6.691351954	-4.67721383
mir_chr1_190|chr1:32938924-32938974	7.689157608	7.830542889	8.329039975	7.250049678	7.836535146
mir99b-5p|chr1:60623873-60623908	6.996374458	8.176747846	6.485710655	7.304983826	6.369682797
mir_chr10_5814|chr10:55931044-55931099	-4.871051015	-4.853121404	-2.845079952	-6.691351954	-3.940248236
"mir135a-3p,mir135-1-3p,mir135a-2-3p|chr7:32974075-32974125"	-1.701126014	-2.737644187	-3.982583475	-1.834366264	-3.446600902
"mir181a-5p,mir181a-1-5p,mir181a-2-5p,mir3570-5p|chr13:59986115-59986174"	4.660915203	4.912137065	4.700958597	5.095636391	4.536878587
mir34c-3p|chr8:54088380-54088418	-2.54912292	-0.823374061	-2.217048729	0.511849202	-0.770323234
mir_chr2_24488|chr2:217974495-217974549	0.645594543	0.54559379	1.703132461	1.529945149	0.556725345
mir_chr3_21375|chr3:124104471-124104531	-4.871051015	-4.11615581	-3.982583475	-3.521426953	-4.67721383
"mir1-3p,mir1b-3p,mir1a-1-3p,mir1a-2-3p,mir1-1-3p|chr3:181345847-181345893"	-4.871051015	-2.348924773	-6.30451157	-4.489718093	-1.744900637
"mir15b-5p,rno-mir-15b-5p|chr2:184967040-184967089"	5.620922301	7.070683929	8.257897823	7.678077722	8.53089044
mir_chrX_33691|chrX:153216419-153216476	1.148206104	1.082966832	2.051279976	-6.691351954	-2.821224133
mir692-1-3p|chr5:156012536-156012583	-4.448818014	-3.968197928	-3.30451157	-4.573656912	-4.67721383
mir_chr10_5613|chr10:37145139-37145195	-4.871051015	-6.438083905	-4.71954907	-6.691351954	-6.262176331
mir375-3p|chr9:81930295-81930332	8.206168614	7.765491987	8.322489869	8.160170672	7.867808541
"mir451a-3p,mir451b-3p,mir451-3p|chr10:66340852-66340888"	7.144712472	6.867265378	7.253311085	6.839176309	7.323373085
mir_chr9_32012|chr9:53086001-53086058	-4.871051015	-4.853121404	-4.71954907	-4.369423859	-4.67721383
mir_chr3_20342|chr3:163327631-163327690	-4.871051015	-4.853121404	-4.71954907	-5.106389454	-3.940248236
mir760-5p|chr2:243908794-243908853	-4.871051015	-4.11615581	-6.30451157	-6.691351954	-4.67721383
mir_chr20_18665|chr20:14711474-14711534	-1.411619396	-2.045766482	-0.749922719	-1.481898589	-1.404195336
mir20a-3p|chr15:103641395-103641444	0.801374327	0.407406146	0.138431926	-0.540792278	0.337736511
"mir338-5p,mir3065-5p|chr10:108793444-108793495"	1.357382905	2.065662344	1.723394426	2.088433051	1.674226047
mir_chrX_33789|chrX:16127779-16127833	-4.871051015	-5.438083905	-5.30451157	-4.691351954	-4.262176331
mir140-5p|chr19:50471252-50471301	5.011133478	5.171381127	5.04612932	4.692838194	5.312918505
mir503-5p|chrX:152773782-152773817	-2.871051015	-2.047141132	-2.979700967	-3.883997032	-3.332385333
"mir16-5p,mir16-2-5p,rno-mir-16-5p|chr2:184967189-184967236"	12.87336818	12.74436564	13.18482581	13.09269877	13.18061275
mir_chr8_31337|chr8:92451424-92451492	-4.871051015	-4.65567534	-6.30451157	-4.312840331	-3.940248236
mir_chr6_26676|chr6:114990779-114990842	-3.365160085	-6.438083905	-4.959683073	-6.691351954	-3.940248236
mir_chr15_10900|chr15:11915739-11915801	-4.871051015	-4.11615581	-3.982583475	-3.883997032	-4.67721383
mir_chr14_9896|chr14:34243723-34243784	-1.701126014	-0.605193891	-0.502835541	-1.018926612	-0.976774112
mir201-3p|chr1:151058647-151058687	-3.286088514	-4.853121404	-2.225560229	-1.405949735	-0.836582753
"mir199-1a-3p,mir199a-3p,mir199a-1-3p,mir199a-2-3p,mir199-2a-3p,mir199b-3p,mir199a-3-3p,mir199-3-3p|chr3:16697115-16697163"	9.57918466	9.303332519	9.802165456	9.439430139	10.15460009
mir_chr1_1851|chr1:270475151-270475211	-4.871051015	-6.438083905	-6.30451157	-3.883997032	-5.262176331
mir_chr4_21837|chr4:6299159-6299222	-4.139867774	-6.438083905	-6.30451157	-4.819508306	-4.67721383
rno-mir-6317-5p|chr1:266528824-266528887	-3.871051015	-4.622508476	-6.30451157	-6.691351954	-4.67721383
"mir3590-5p,mir130a-5p|chr3:78661740-78661784"	-3.286088514	-1.330396035	-2.056584057	-1.136763103	-1.404195336
mir802-5p|chr11:37163114-37163162	9.395524727	9.923508334	10.47616455	8.849837247	10.03390855
mir664-1-3p|chr18:46701270-46701299	0.083145295	4.104561082	0.170573313	1.513121377	1.116855401
"mir190a-5p,mir190-5p|chr8:77362842-77362891"	4.013974181	4.012364438	3.960235958	3.412722564	4.691598162
mir_chr6_27418|chr6:54377427-54377487	-4.871051015	-4.853121404	-3.497156648	-3.540792278	-6.262176331
mir690-3p|chr11:75959709-75959732	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr3_21714|chr3:167551527-167551605	-3.286088514	-4.853121404	-2.604071852	-5.106389454	-3.454821409
mir_chr9_31807|chr9:15741403-15741466	-4.871051015	-6.438083905	-6.30451157	-6.691351954	-4.67721383
mir322-3p|chrX:152773515-152773562	4.618877204	4.508398415	4.827178223	4.656911453	4.38700798
mir493-5p|chr6:142861685-142861727	-2.54912292	-6.438083905	-3.982583475	-6.691351954	-3.454821409
mir3064-3p|chr10:94727750-94727783	-4.871051015	-6.438083905	-4.71954907	-4.369423859	-3.940248236
mir_chr13_13307|chr13:42680573-42680650	-0.347489059	-3.638996599	-1.553905065	-1.481898589	-0.904624326
mir_chr13_8614|chr13:53878918-53878978	-4.871051015	-6.438083905	-6.30451157	-3.521426953	-4.67721383
mir674-5p|chr3:115421225-115421275	0.338402351	2.558248344	-0.344277899	2.200188748	1.672222222
"mir18-3p,mir18-1-3p,mir18-2-3p,mir18a-3p,mir18b-3p|chr15:103641084-103641134"	-4.871051015	-1.232534994	-6.30451157	-2.049805925	-2.355285735
mir690-3p|chr6:35965603-35965626	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir323-3p|chr6:143023412-143023455	-3.286088514	-0.555440855	-4.71954907	-2.792176324	-4.67721383
mir376b-3p|chr6:143035494-143035537	-0.590094701	0.234624291	-1.375667534	-1.048072958	-0.080278688
"mir301-3p,mir301a-1-3p,mir301-1-3p,mir301a-3p|chr10:75682817-75682867"	7.796144815	7.587839443	7.957982663	7.333932978	8.313412549
mir_chr18_14571|chr18:69337765-69337811	-4.871051015	-4.121938162	-6.30451157	-6.691351954	-6.262176331
